"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1950","3341",,"3341","0","16","0","9","0","0",,"0","0","0","0","25","0","0","0","327","0","190","0","16","0,0105,","0",",0,1231,+","0.0",",0,1231,+","0.45",",0,0227,","115","0,0901,","32","0,1111",,,,,,,"29","0,0201","28","0,0128","22","0,0107","19","0,0106","16","0,0105","1332",,"1332","0","2.57",",0","0.0",",0","70.8","0","89.1","0","52.6","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1951",,,,,"41","0","25","0","0",,"0","0",,,,,"0","0","289","0","162","0",,,"0",",0,1231,+","0.0","T,0,0302,","2.36",",0,0803,","113","0,0526,",,,,,,,,,,,,,,,,,,,,,,,"15.90",",0","0.0","T,0",,,"85.7","0",,
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1952","3280",,"3280","0","36","0","23","0","0",,"0","0","0","0","45","0","0","0","261","0","181","0","25","0,1224,+","0",",0,1231,+","0.0",",0,1231,+","1.13",",0,1116,","112","0,0719,+","32","0,1118","26","0,1128",,,,,"32","0,0314","25","0,0219",,,,,,,,,,,"10.55",",0","0.0",",0","68.6","0","85.4","0","51.7","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1953","3107",,"3107","0","17","0","11","0","0",,"0","0","0","0","36","0","0","0","311","0","167","0","21","0,1224,","0",",0,1231,+","0.0",",0,1231,+","0.73",",0,0827,","114","0,0702,","29","0,1119","27","0,1120","24","0,1213",,,"32","0,0225","25","0,0221",,,,,,,"1550",,"1550","0","3.62",",0","0.0",",0","69.2","0","87.1","0","51.2","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1954",,,,,"23","0","15","0","0",,"0","0",,,,,"0","0","320","0","186","0",,,"0",",0,1231,+","0.0","T,0,0120,","1.79",",0,0120,","113","0,0715,+",,,,,,,,,,,,,,,,,,,,,,,"7.11",",0","0.0","T,0",,,"88.7","0",,
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1955","3151",,"3151","0","25","0","15","0","0",,"0","0","0","0","31","0","0","0","306","0","172","0","23","0,0222,","0",",0,1231,+","0.0",",0,1231,+","1.31",",0,0813,","115","0,0622,+","31","0,1116",,,,,,,"31","0,0322","26","0,0223","23","0,0222",,,,,"1663",,"1663","0","6.85",",0","0.0",",0","69.0","0","86.4","0","51.5","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1470",,"1470","0",,,,,,,,,,
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1957","3375",,"3375","0","39","0","22","0","0",,"0","0","0","0","11","0","0","0","305","0","156","0","28","0,1203,","0",",0,1231,+","0.0",",0,1231,+","1.08",",0,1031,","116","0,0704,+","32","0,1118","28","0,1203",,,,,"32","0,0201",,,,,,,,,,,,,"9.28",",0","0.0",",0","70.8","0","86.6","0","55.1","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1958","3867",,"3867","0","32","0","16","0","0",,"0","0","0","0","20","0","0","0","323","0","175","0","26","0,1231,+","0",",0,1231,+","0.0",",0,1231,+","1.77",",0,0913,","119","0,0711,","28","0,1117","28","0,1117",,,,,"32","0,0125","27","0,0124",,,,,,,"1512",,"1512","0","8.38",",0","0.0",",0","72.0","0","88.6","0","55.3","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1959","3591",,"3591","0","29","0","20","0","0",,"0","0","0","0","16","0","0","0","314","0","183","0","27","0,0101,","0",",0,1231,+","0.0",",0,1231,+","1.55",",0,1225,","114","0,0623,","31","0,1215",,,,,,,"32","0,0306","28","0,0204",,,,,,,"1193",,"1193","0","12.18",",0","0.0",",0","71.5","0","88.0","0","54.9","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1960","3551",,"3551","0","22","0","10","0","0",,"0","0","0","0","33","0","0","0","294","0","175","0","23","0,0225,","0",",0,1231,+","0.0",",0,1231,+","0.64",",0,0822,","116","0,0621,+","31","0,1128","25","0,1206",,,,,"31","0,0226","23","0,0225","23","0,0225",,,,,"1463",,"1463","0","3.86",",0","0.0",",0","70.8","0","88.0","0","53.7","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1961","3501",,"3501","0","20","0","12","0","0",,"0","0","0","0","18","0","0","0","312","0","176","0","27","0,1122,","0",",0,1231,+","0.0",",0,1231,+","1.10",",0,1215,","115","0,0720,","32","0,1115","27","0,1122",,,,,"32","0,0228",,,,,,,,,"1184",,"1184","0","4.80",",0","0.0",",0","70.8","0","87.9","0","53.8","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1962","3514",,"3514","0","28","0","19","0","0",,"0","0","0","0","18","0","0","0","311","0","192","0","21","0,0111,","0",",0,1231,+","0.0","T,0,0113,","0.59",",0,0121,","115","0,0813,+","31","0,1226",,,,,,,"28","0,0315","28","0,0315","22","0,0112",,,,,"1669",,"1669","0","4.23",",0","0.0","T,0","70.9","0","88.4","0","53.4","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1963","3587",,"3587","0","22","0","14","0","0",,"0","0","0","0","27","0","0","0","323","0","181","0","17","0,0114,","0",",0,1231,+","0.0",",0,1231,+","1.33",",0,0817,","112","0,0725,+","32","0,1211","28","0,1213",,,,,"32","0,0316","26","0,0122","21","0,0121","20","0,0120",,,"1210",,"1210","0","7.10",",0","0.0",",0","71.1","0","88.1","0","54.1","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1964","3349",,"3349","0","27","0","15","0","0",,"0","0","0","0","48","0","0","0","279","0","174","0","21","0,0116,","0",",0,1231,+","0.0",",0,1231,+","1.32",",0,0814,","113","0,0624,","32","0,1116","28","0,1120",,,,,"29","0,0309","28","0,0228","24","0,0215",,,,,"1755",,"1755","0","6.89",",0","0.0",",0","68.9","0","85.6","0","52.1","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1965","3202",,"3202","0","54","0","34","0","0",,"0","0","0","0","12","0","0","0","298","0","174","0","27","0,0212,","0",",0,1231,+","0.0",",0,1231,+","1.32",",0,0207,","115","0,0704,","31","0,1219",,,,,,,"32","0,0306","28","0,0303",,,,,,,"1602",,"1602","0","14.41",",0","0.0",",0","69.8","0","86.0","0","53.6","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1966","3517",,"3517","0","28","0","16","0","0",,"0","0","0","0","42","0","0","0","299","0","186","0","24","0,1229,","0",",0,1231,+","0.0",",0,1231,+","2.04",",0,0913,","113","0,0724,+","31","0,1210","27","0,1227","24","0,1229",,,"31","0,0307","27","0,0304",,,,,,,"1499",,"1499","0","7.28",",0","0.0",",0","70.1","0","87.7","0","52.5","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1967","3541",,"3541","0","26","0","18","0","0",,"0","0","0","0","27","0","0","0","316","0","174","0","25","0,0109,+","0",",0,1231,+","0.0",",0,1231,+","1.76",",0,1215,","115","0,0702,","30","0,1210",,,,,,,"32","0,0219","28","0,0119",,,,,,,"1400",,"1400","0","9.23",",0","0.0",",0","70.7","0","87.9","0","53.5","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1968","3282",,"3282","0","26","0","19","0","0",,"0","0","0","0","25","0","0","0","313","0","185","0","23","0,1222,+","0",",0,1231,+","0.0",",0,1231,+","0.95",",0,0804,","118","0,0619,","29","0,1128","27","0,1213","23","0,1219",,,"31","0,0107",,,,,,,,,"1260",,"1260","0","6.62",",0","0.0",",0","70.3","0","88.0","0","52.6","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1969","3637",,"3637","0","39","0","20","0","0",,"0","0","0","0","13","0","0","0","310","0","175","0","26","0,1231,+","0",",0,1231,+","0.0",",0,1231,+","0.78",",0,0114,","117","0,0823,+","32","0,1208","26","0,1231",,,,,"30","0,0308","27","0,0201",,,,,,,"1518",,"1518","0","6.64",",0","0.0",",0","71.2","0","88.5","0","53.9","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1970","3512",,"3512","0","25","0","14","0","0",,"0","0","0","0","24","0","0","0","320","0","166","0","23","0,0105,+","0",",0,1231,+","0.0",",0,1231,+","2.42",",0,0906,","118","0,0625,+","30","0,1203",,,,,,,"29","0,0203","27","0,0130","24","0,0106",,,,,"1308",,"1308","0","7.98",",0","0.0",",0","70.6","0","88.1","0","53.2","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1971","3225",,"3225","0","27","0","15","0","0",,"0","0","0","0","40","0","0","0","305","0","174","0","18","0,0108,","0",",0,1231,+","0.0",",0,1231,+","0.67",",0,0720,","116","0,0711,","32","0,1030","26","0,1209",,,,,"32","0,0307","22","0,0303","22","0,0303","18","0,0108",,,"1498",,"1498","0","4.30",",0","0.0",",0","69.3","0","87.6","0","51.1","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1972","3700",,"3700","0","32","0","17","0","0",,"0","0","0","0","33","0","0","0","319","0","198","0","21","0,0105,","0",",0,1231,+","0.0",",0,1231,+","1.47",",0,1228,","118","0,0801,","32","0,1130","23","0,1212","23","0,1212",,,"29","0,0214","26","0,0203","21","0,0105",,,,,"1376",,"1376","0","8.39",",0","0.0",",0","71.1","0","88.8","0","53.3","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1973","3604",,"3604","0","32","0","15","0","0",,"0","0","0","0","22","0","0","0","291","0","182","0","26","0,0122,+","0",",0,1231,+","0.0",",0,1231,+","0.68",",0,0221,","117","0,0703,+","32","0,1127",,,,,,,"30","0,0202","28","0,0125",,,,,,,"1843",,"1843","0","4.56",",0","0.0",",0","70.3","0","87.9","0","52.6","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1974",,,,,"26","0","16","0","0",,"0","0",,,,,"0","0","302","0","185","0",,,"0",",0,1231,+","0.0",",0,1231,+","1.56",",0,1029,","118","0,0623,+",,,,,,,,,,,,,,,,,,,"1329",,"1329","0","8.32",",0","0.0",",0",,,"87.9","0",,
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1975","3217",,"3217","0","21","0","9","0","0",,"0","0","0","0","32","0","0","0","299","0","166","0","25","0,0105,+","0",",0,1231,+","0.0",",0,1231,+","0.78",",0,0907,","116","0,0804,","31","0,1120","27","0,1130",,,,,"32","0,0224","26","0,0222",,,,,,,,,,,"3.45",",0","0.0",",0","69.0","0","86.9","0","51.0","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1976","3227",,"3227","0","38","0","15","0","0",,"0","0","0","0","34","0","0","0","320","0","170","0","19","0,0102,+","0",",0,1231,+","0.0",",0,1231,+","1.78",",0,1023,","117","0,0627,","32","0,1128","22","0,1129","22","0,1129",,,"31","0,0304","28","0,0113","24","0,0105","19","0,0102",,,"1472",,"1472","0","8.00",",0","0.0",",0","69.8","0","87.8","0","51.8","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1977","3680",,"3680","0","20","0","10","0","0",,"0","0","0","0","14","0","0","0","325","0","179","0","25","0,0111,","0",",0,1231,+","0.0",",0,1231,+","0.55",",0,0927,","115","0,0728,","32","0,1217",,,,,,,"32","0,0403","28","0,0226",,,,,,,"1496",,"1496","0","3.25",",0","0.0",",0","71.6","0","89.4","0","53.8","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1978","3647",,"3647","0","48","0","29","0","0",,"0","0","0","0","12","0","0","0","281","0","178","0","20","0,1209,+","0",",0,1231,+","0.0",",0,1231,+","1.81",",0,0302,","118","0,0719,","29","0,1203","21","0,1207","21","0,1207","20","0,1208","31","0,0126",,,,,,,,,"1113",,"1113","0","16.45",",0","0.0",",0","71.0","0","87.6","0","54.5","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1979","3598",,"3598","0","31","0","17","0","0",,"0","0","0","0","20","0","0","0","295","0","180","0","23","0,0130,","0",",0,1231,+","0.0",",0,1231,+","1.30",",0,0117,","117","0,0628,+","30","0,1120",,,,,,,"32","0,0206","27","0,0131","23","0,0130",,,,,"1739",,"1739","0","6.69",",0","0.0",",0","70.4","0","87.8","0","53.1","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1980","3650",,"3650","0","38","0","19","0","0",,"0","0","0","0","2","0","0","0","334","0","173","0","31","0,1127,+","0",",0,1231,+","0.0",",0,1231,+","1.21",",0,0810,","116","0,0629,","31","0,1127",,,,,,,"31","0,0105",,,,,,,,,"1160",,"1160","0","9.24",",0","0.0",",0","72.4","0","88.9","0","55.8","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1981","4063",,"4063","0","19","0","11","0","0",,"0","0","0","0","7","0","0","0","330","0","186","0","30","0,1223,","0",",0,1231,+","0.0",",0,1231,+","1.19",",0,0923,","116","0,0827,","32","0,1126",,,,,,,"31","0,0205",,,,,,,,,"879",,"879","0","5.94",",0","0.0",",0","73.5","0","90.0","0","57.0","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1982",,,,,,,,,,,"0","0",,,,,,,,,,,,,,,"0.0",",0,1231,+",,,,,,,,,,,,,,,,,,,,,,,"1157",,"1157","0",,,"0.0",",0",,,,,,
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1983","3591",,"3591","0","36","0","22","0","0",,"0","0","0","0","11","0","0","0","285","0","149","0","30","0,0122,+","0",",0,1231,+","0.0",",0,1231,+","3.36",",0,0929,","116","0,0707,+","32","0,1127",,,,,,,"30","0,0122",,,,,,,,,,,,,"12.01",",0","0.0",",0","71.5","0","86.7","0","56.4","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1984","3516",,"3516","0","35","0","30","0","0",,"0","0","0","0","12","0","0","0","303","0","160","0","27","0,0120,","0",",0,1231,+","0.0",",0,1231,+","1.70",",0,0902,","115","0,0528,","32","0,1127",,,,,,,"32","0,0218","27","0,0120",,,,,,,"1171",,"1171","0","15.83",",0","0.0",",0","71.4","0","87.4","0","55.3","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1985","3543",,"3543","0","33","0","20","0","0",,"0","0","0","0","17","0","0","0","284","0","176","0","25","0,0202,+","0",",0,1231,+","0.0",",0,1231,+","0.95",",0,1211,","118","0,0708,+","32","0,1114","28","0,1210",,,,,"32","0,0304","25","0,0202",,,,,,,"1395",,"1395","0","8.35",",0","0.0",",0","71.1","0","87.6","0","54.6","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1986",,,,,"34","0","16","0","0",,"0","0",,,,,,,,,,,,,"0",",0,1231,+","0.0",",0,1231,+","0.70",",0,1207,",,,,,,,,,,,,,,,,,,,,,,,,,"6.37",",0","0.0",",0",,,,,,
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1987",,,,,"31","0","19","0","0",,"0","0",,,,,,,,,,,,,"0",",0,1231,+","0.0",",0,1231,+","1.41",",0,1218,",,,,,,,,,,,,,,,,,,,,,"1363",,"1363","0","8.48",",0","0.0",",0",,,,,,
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1992",,,,,"49","0","38","0","0",,"0","0","0","0","17","0","0","0","279","0","179","0","28","0,1217,+","0",",0,1231,+","0.0",",0,1231,+","1.05",",0,1228,+","113","0,0819,+","30","0,1125","28","0,1216",,,,,"32","0,0118",,,,,,,,,,,,,"19.11",",0","0.0",",0","71.4","0","87.2","0","55.7","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1994","3869",,"3869","0","38","0","19","0","0",,"0","0","0","0","17","0","0","0","293","0","170","0","27","0,0110,","0",",0,1231,+","0.0",",0,1231,+","1.52",",0,0905,","120","0,0630,","28","0,1120","28","0,1120",,,,,"32","0,0224","27","0,0110",,,,,,,"1362",,"1362","0","10.11",",0","0.0",",0","71.6","0","87.9","0","55.3","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1995","3806",,"3806","0","33","0","13","0","0",,"0","0","0","0","5","0","0","0","309","0","175","0","30","0,1222,","0",",0,1231,+","0.0","T,0,1101,","0.90",",0,0105,","125","0,0729,","32","0,1221",,,,,,,"32","0,0119",,,,,,,,,"1351",,"1351","0","5.50",",0","0.0","T,0","72.5","0","88.8","0","56.2","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1996",,,,,"29","0","14","0","0",,"0","0",,,,,,,,,,,,,"0",",0,1231,+","0.0",",0,1231,+","1.21",",0,0911,",,,,,,,,,,,,,,,,,,,,,"971",,"971","0","7.16",",0","0.0",",0",,,,,,
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1997",,,,,,,,,"0",,"0","0",,,,,,,,,,,,,"0",",0,1231,+","0.0",",0,1231,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0",",0",,,,,,
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1998",,,,,,,,,,,"0","0",,,,,,,,,,,,,,,"0.0",",0,1231,+",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.92",",0","0.0",",0",,,,,,
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","1999",,,,,,,,,"0",,"0","0",,,,,,,,,,,,,"0",",0,1231,+","0.0",",0,1231,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0",",0",,,,,,
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","2005","3826",,"3826","0","37","0","21","0","0",,"0","0","0","0","4","0","0","0","285","0","159","0","30","0,1217,","0",",0,1231,+","0.0",",0,1231,+","0.92",",0,0212,","116","0,0717,","32","0,1206",,,,,,,,,,,,,,,,,,,,,"9.70",",0","0.0",",0","72.7","0","85.4","0","59.9","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","2006","4017",,"4017","0","26","0","9","0","0",,"0","0","0","0","3","0","0","0","298","0","162","0","31","0,1221,","0",",0,1231,+","0.0",",0,1231,+","2.17",",0,0812,","115","0,0722,+","32","0,1201",,,,,,,"32","0,0122",,,,,,,,,"1113",,"1113","0","6.44",",0","0.0",",0","72.7","0","85.9","0","59.4","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","2007","4220",,"4220","0","33","0","14","0","0",,"0","0","0","0","6","0","0","0","286","0","171","0","23","0,0116,","0",",0,1231,+","0.0",",0,1231,+","1.68",",0,0802,","113","0,0705,+","31","0,1226",,,,,,,"32","0,0117","23","0,0116","23","0,0116",,,,,"1225",,"1225","0","7.02",",0","0.0",",0","73.3","0","86.2","0","60.4","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","2008",,,,,"31","0","20","0","0",,"0","0","0","0","3","0",,,,,,,"30","0,0118,","0",",0,1231,+","0.0",",0,1231,+","0.97",",0,0711,",,,"32","0,1227",,,,,,,"30","0,0118",,,,,,,,,,,,,"7.74",",0","0.0",",0",,,,,"60.0","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","2009","4235",,"4235","0","24","0","14","0","0",,"0","0","0","0","1","0","0","0","303","0","165","0","32","0,1226,","0",",0,1231,+","0.0",",0,1231,+","0.66",",0,0721,","113","0,0719,+","32","0,1226",,,,,,,,,,,,,,,,,,,,,"4.74",",0","0.0",",0","73.4","0","86.6","0","60.3","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","2010","3973",,"3973","0","39","0","24","0","0",,"0","0","0","0","2","0","0","0","288","0","161","0","29","0,1231,","0",",0,1231,+","0.0",",0,1231,+","1.26",",0,0121,","112","0,0716,+","32","0,1129",,,,,,,,,,,,,,,,,"1236",,"1236","0","10.47",",0","0.0",",0","72.7","0","85.2","0","60.1","0"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","2011","4209",,"4209","7","24","7","17","7",,,,,"0","7","7","7","0","7","293","7","166","7","26","7,0204,",,,,,"0.36",",7,1213,+","115","7,0702,","31","7,1206",,,,,,,"26","K,0204","26","K,0204",,,,,,,"1239",,"1239","7","3.94",",7",,,"72.7","7","85.9","7","59.5","7"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","2012","4332",,"4332","7","25","7","11","7",,,,,"0","7","0","7","0","7","306","7","182","7","35","7,0113,",,,,,"0.84",",7,0704,","114","7,0809,+",,,,,,,,,,,,,,,,,,,"1169",,"1169","7","4.75",",7",,,"74.1","7","87.3","7","60.8","7"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","2013","4247",,"4247","7","33","7","14","7",,,,,"0","7","7","7","0","7","293","7","164","7","25","7,0114,+",,,,,"1.52",",7,1122,","117","7,0629,+","32","7,1209",,,,,,,"31","7,0116","25","7,0114",,,,,,,"1166",,"1166","7","7.56",",7",,,"73.2","7","86.1","7","60.2","7"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","2014","4239",,"4239","7","29","7","20","7",,,,,"0","7","1","7","0","7","314","7","162","7","31","7,1229,",,,,,"2.23",",7,0907,","114","7,0723,","31","7,1229",,,,,,,,,,,,,,,,,"875",,"875","7","10.49",",7",,,"74.3","7","87.1","7","61.6","7"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","2015","4497",,"4497","7","37","7","16","7",,,,,"0","7","6","7","0","7","310","7","164","7","28","7,0102,",,,,,"0.78",",7,0731,","118","7,0618,","32","7,1216",,,,,,,"32","7,0104","28","7,0102",,,,,,,"774",,"774","7","6.95",",7",,,"74.6","7","87.2","7","62.0","7"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","2016","4504",,"4504","7","41","7","29","7",,,,,"0","7","0","7","0","7","307","7","174","7","34","7,0204,+",,,,,"0.80",",7,0802,","120","7,0619,",,,,,,,,,,,,,,,,,,,"1063",,"1063","7","8.29",",7",,,"75.1","7","88.0","7","62.3","7"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","2018","4294",,"4294","7","26","7","20","7","0",,"0","7","0","7","1","7","0","7","303","7","164","7","32","7,1231,","0",",7,1231,+","0.0",",7,1231,+","1.68",",7,1002,","115","7,0725,+","32","7,1231",,,,,,,,,,,,,,,,,"763",,"763","7","8.44",",7","0.0",",7","74.0","7","86.4","7","61.6","7"
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1250",,"1250",,,,,,,,,,,
